id	title	subject	date	p_from	p_to	body	date_tmp
frus1969-76v25d136	136 Telegram From the Embassy in Jordan to the Department of State	None	10/9/73 13:55	None	None	5380 Subj: Message From King to Secretary Ref: State 199500In telegram                            199500 to Amman October 9 0529Z Kissinger sent Hussein some further thoughts Kissinger commended Hussein for avoiding involvement in the                            fighting assured the King that the United States was making every                            effort to end the conflict and agreed that the Security Council meeting                            should lay the groundwork for getting meaningful negotiations going on                            a fundamental settlement Ibid1 Delivered Secretarys message to King at 1100 local after he had finally                        had seven hours of sleep2 He immediately drafted reply which is quoted below This is a personal                        draft and unedited except for some spelling corrections It is good                        representation of his streamofconsciousness style Zaid Rifai read letter                        and made no change in it other than to substitute words as to the status                        quo ante for words on the present lines This comes towards end of                        message3 King asked it be sent immediately He and Zaid then talked of the                        necessity of a prompt simple call for a ceasefire They said that if the                        US wanted to talk about the status quo ante it would be better to say                        status quo ante bellum 19674 Following is Kings message: I do believe very firmly that all efforts                        should be made to bring to an end as rapidly as possible this madness that                        has caused and is causing with every hour more dear losses of life and more                        misery and suffering I know sir of the United States efforts and your                        good self towards this endI believe on the one hand that what has come to be is a direct result of                        Israels lack of contribution since June 1967 towards the establishment of                        an honorable just and durable peace Israels military arrogance                        expansionist demands condescending attitude and overconfidence They sadly                        seemed throughout to lack the courage or ability to believe in a real peace                        which can only exist and last when two sides feel that it came to exist on                        honorable bases causing them to build on it and safeguard it as opposed to                        living within a fortress and with a fortress mentality in isolation from all                        around them and the will to try out another course The only course worthy                        of consideration is that of peace Israel has stated her belief in                        insulating her security otherwise by depending on outposts and positions on                        the ground and the reaction was inevitable and regardless of the outcome                        unless Israels attitude basically changes in the future inevitably                        reactions and responses will come again and again with more chaos anarchy                        suffering loss of life instability and miseryOn the other hand both Presidents Sadat and Assad have taken on their own without any prior                        notification of plan or timing the responsibility for this military action                        which in itself shows that a lesson was learned from the Israelis in terms                        of timing and the use of the element of surprise They were under tremendous                        pressures I have no doubt to do something and I repeatedly warned of that                        but on their shoulders I feel lies the heaviest of responsibilities now                        for the entire future of this area as a result of their decision and chosen                        course Forces are locked in mortal combat and neither side can afford to                        lose Behind the scene are many an interested party to turn this area into                        a real hell and reap the rewards The Soviets have assured us of their                        support and indicated a favorable view to all and total Arab involvement as                        rapidly as possible and there are many in the area who wish either                        defensively such as the Saudis and their desire to send their brigade to                        share in the honor of fighting with those who have obviously that sense of                        honorSyria Iraq wishes us to send them our tank transporters to help them                        move via Jordan to Syria which we refused in both cases since we need our                        own transporters and since there is a direct route into Syria from Iraq                        incidentally there are 200 Iraqi tanks in Syria or on their way with an                        initial two fighter squadrons and possibly four by now There are eager                        elements that wish to thrive and will do so on ruin and disasterAnd there are enormous pressures on us for Palestine is more closely                        connected with our very existence than with any other Arab party involved                        Until now we have taken such action despite these pressures and Israeli                        aerial continued violations and provocations as to maintain calm and self                        control Militarily this is sound at this stage and we have sufficient                        sound military arguments to maintain this stance due to the situation to our north and in Sinai                        but for how long can we exercise this selfcontrol if fighting continues                        together with provocations and pressuresIn                            telegram 1542 from USDAOTel Aviv                            October 9 the Defense Attach reported that following an IDF briefing Israeli Military                            Intelligence Chief Zeira had delivered a wellrehearsed tirade stating                            that if Hussein caused any waves                            Israel would dedicate the IDF to the                            task of completely destroying Jordan its air force army and                            infrastructure Ibid Box 1173 Harold                                H Saunders Files Middle East Negotiations Files 1973                            Middle East War File 4 October 9 1973 2 of 2 In telegram 7882 from                            Tel Aviv October 9 Keating                            expressed his concern and advised informing Hussein of the IDF                            threat Ibid RG 59 Central Foreign                            Policy Files In telegram 5373 from Amman October 9 Brown reported that he had mentioned                            Zeiras threat to the King who took it seriously Ibid Nixon Presidential Materials NSC Files Box 618 Country Files Middle                            East Jordan IX JanuaryOctober 1973Lastly there are your interests and ours at stake I am saddened by the fact                        that the Soviets are identified with the Arab effort whereas the United                        States is identified with Israel A ceasefire sir must come as soon as                        possible to save so much which is at stake A ceasefire without conditions                        as to the status quo ante and then a serious effort to bring this conflict                        to a final end Whether this could come soon or whether it would be accepted                        by the fighting parties and others I would not know but it would certainly                        improve the image of the United States enormously to advocate such a course                        and do all possible to acheive itWith all my best wishes and regards respects to the President and                        appreciation for your genuine sentiments courtesy and kindness HusseinBrown	19731009
frus1969-76v25d147	147 Telegram From the Embassy in Jordan to the Department of State	None	10/10/73 14:40	None	None	5404 Subject: Jordans Future1 In long noontime talk which preceded discussion in Ammans 5398 NotalIn                            telegram 5398 from Amman October 10 Brown reported that the King had just told him that he                            was about to authorize dispatch of a Jordanian armored brigade to Syria                            saying that this was the least he could do under the circumstances The                            Ambassador commented that he had not repeated this devastating news                            elsewhere because he hoped that the United States might be able to                            deter or at least defer the decision Ibid Box 1174 Harold H Saunders Files Middle East                            Negotiations Files 1973 Middle East War File 5 October 10 1973 The                                CIA White House Support Staffs                            report on this cable to the Director of the White House Situation Room                            noted that Hussein was                            desperately looking for some way out of his present dilemma short of                            becoming directly involved in the fighting The King apparently still                            hoped that the Israelis would not attack Jordan in reprisal but he had                            ordered a general mobilization of the Jordanian army just in case                            Ibid King said he is in real trouble No matter how the war                        goes he will be the goat and probably the pariah of the Arab world If he is                        to keep out of the war he must know and be able to convince his people that                        he has taken the right course He needs solid reassurances from the US                        not vague ones He expects us to obtain a ceasefire and prompt progress                        towards a implementation of 242 and b return of Arab Jerusalem to the                        Arabs He also needs to know that he will get the military equipment and                        financial assistance he will require if the Arab states cut him off3 sic I told him to look at the alternatives The                        Israeli generals are in a bitter nasty mood Any military action by Jordan                        will not be merely a tank battle in the Valley wherein if extremely lucky                        Jordan will pick up a few square miles of West Bank territory It will be                        the total destruction of Jordans undefended infrastructure: its port                        refinery power stations irrigation projectsIn telegram 7938 from Tel Aviv October 10 Keating reported that Allon had emphasized in a conversation earlier in the                            day that Israel would crush Jordan if Hussein was foolish enough to intervene in the war                                Allon noted that Hussein had lost a good deal of his                            Kingdom the last time he had relieved the Syrians and that there would                            be little to reign over if he made the same mistake again Keating reported that he had pointed                            out to Allon that it was in their                            mutual interests that Hussein not                            only not intervene but that he survive the current hostilities Ibid                            Box 610 Country Files Middle East Israel Vol 12 MarOct                            1973 The Israelis will look on him as a Mussolini who stabbed                        them in back and the retribution will be unbearable4 Hassan entered in this to support me strongly saying Jordan could not                        even dare contemplate military action against the West Bank But he too said Jordan had to know where it                        was going and what the US saw as the outcomeAn October 10 memorandum to Kissinger conveyed information from Crown Prince Hassan                            who said he had suggested to Hussein that the Jordanians inform the Israelis of the                            deployment if it occurred and that they provide the Israelis with exact                            coordinates underscoring to the Israelis that Jordan had no intention                            of having the Jordanian unit come into contact with Israeli forces                            Ibid Kissinger Office Files                            Box 137 Country Files Middle East JordanRifai January 3                            19735 Comment: The King is getting in deeper and deeper                        Get me a prompt message urging him again to hold off If he gets in even a                        little we are on the downward patch His army can do a lot of damage even                        if the Israelis leave little left of the country behind itTelegram 200671 to Amman October 10 expressed                            appreciation for what the Ambassador was doing to get Hussein to hold off sending Jordanian                            troops to Syria and instructed him to continue to make every effort to                            calm the King down while the US Government looked urgently at what                            immediate steps it could take to relieve the pressures on him Ibid                            Box 618 Country Files Middle East Jordan IX JanuaryOctober                            1973Brown	19731010
frus1969-76v25d150	150 Telegram From the Embassy in Jordan to the Department of State	None	10/10/73 18:15	None	None	5410 Subject:Jordanian Intervention Ref:                        A Amman 5398See footnote 3 Document 147 reference                            telegram number not declassified1 I went back to King tonight using AmbKeatings talk with Allon as keyReported in telegram 7938 from Tel Aviv see footnote 3 Document 147 In telegram 5409 from Amman                            October 10 1720Z Brown                            reported that he had given Allons warning to the King and Rifai that Israel would                            crush Jordan if it intervened in the war Rifai said that he had heard                            the same warnings given to Egypt and Syria in the past and noted that                            Israel did not seem able to carry out those threats as rapidly as people                            supposed National Archives Nixon Presidential Materials NSC Files Box 618 Country Files Middle East Jordan IX                            JanuaryOctober 1973 Said that I had no instructions nor                        response to the questions he has asked but that on my own I wanted to ask                        again about possible Jordanian intervention in Syria I said that King                        should examine his decision very carefully to see if his action would give a                        casus belli to Israel I said that if I judge the frustration and anger of                        the Israeli military rightly he might well be doing that by sending a                        brigade to Syria even if he stood fast on the JordanIsrael line2 King reflected a bit He said that what he is really thinking about is the                        future He will not take any action immediately He will keep in touch with                        us and talk to us in advance3 I said give us real notice I know Washington is working on his problem                        But it takes time4 What he will do is put the 40th Brigade on alert This amused him greatly                        It was the 40th that stood the brunt of the Syrian attack in 19705 What he plans to do is should conditions worsen so far as the Syrians are                        concerned is offer the 40th to take over duties east of Golan and on the                        Jordanian border now carried out by Syrian reserve thus freeing Syrian                        units for combat He said it is not looking for combat with the Israelis He                        is just trying to cover himself with the Arabs if the situation deteriorates                        rapidly If the present stalemate continues he will not move6 I said in any case it could lead to Jordanian confrontation with the                        Israelis He should look out7 We agreed to rediscuss8 All this was in friendly fashion Zaid                            Rifai who was present backed me up At one moment he said                        that while Iraq has no common border with Israel if things went bad it                        might soon have one9 During talk King said that Iraqis had now asked for 14 tank transporters                        after Syrians had said they would do no good He is sending them lets                        protect this carefully10 Comment: State 200671See footnote 5 Document 147                        received after my talk Thanks Doing best possible Give me a hand But for                        Gods sake dont give me instructions to tell the King at this moment that                        because of Cambodia there will be no FY 74                        Military Assistance Program for Jordan as Defense is threatening me                            withIn telegram 5414 from Amman October                            10 2035Z Brown reported that                            the King had telephoned him at 10 pm saying that he had just received                            a call from Sadat asking him to                            intervene militarily Hussein                            said that Sadat told him the                            fate of the Arab world depended on his decision and that he had                            responded that Jordan was studying the situation National Archives                                Nixon Presidential                            Materials NSC Files Box 618 Country                            Files Middle East Jordan IX JanuaryOctober 1973 In telegram 201118                            to Amman October 10 2205Z Kissinger asked the Ambassador to convey immediately to                            the King a personal message from him which reads: I have just learned                            from Ambassador Browns latest                            message that you have been asked by President Sadat to intervene militarily I urge                            you to delay such a decision as long as possible and at least for                            another 3648 hours I am making a major effort through quiet diplomatic                            channels to bring about an end to the fighting I do not say this                            lightlyI need time and your help It is imperative you keep this in                            strict confidence IbidBrown	19731010
frus1969-76v25d152	152 Telegram From the Embassy in Jordan to the Department of State	None	10/11/73 8:30	None	None	5419 Subj:Secretarys Message to King Ref:                        State 201118See footnote 5 Document 1501 In view exhaustion King did not awaken him to deliver reftel Gave it to Zaid Rifai Will see King later this                        am2 At first Rifai said delay requested is too much After a lengthy argument                        of about an hour he agreed to recommend to King that he delay final decision                        as requested He thinks King will cuncur3 King received another plea from Syrians last night for immediate despatch                        of armored division Jordanians are temporizing by sending liaison officers                        to Syria4 Munim Rifai and Khammash are due                        back from Cairo shortly If they bring further urgent request for immediate                        military action King will be in even tougher position5 Rifai is very apprehensive about the future Messages from Jidda keep                        asking when the Jordanians will move If Saudis get into action and take                        casualties while Jordanians stay out he expects prompt cutoff Saudi aid                        and creation of an antiJordanian bloc in Arab world He warns existence of                        Hashemite regime is at stake and that US should have this in mind6 I told him that Hashemite regime has withstood bravely equally grave                        crises in past that he should not give in to pessimism and that we stand                        by our friendsBrown	19731011
frus1969-76v25d155	155 Telegram From the Embassy in Jordan to the Department of State	None	10/11/73 15:15	None	None	5435 Subject: Jordanian InterventionPart II Ref: Amman 5434In telegram 5434                            from Amman October 11 1455Z Brown reported that he had just met with the King and                            that the gut issue was the Kings statement that before Syrian war                            ends Jordan has to be in The Ambassador stated that Hussein said he could delay matters for                            36 hours unless there was an imminent possible collapse of Syria and                            that he hoped that the Secretary could work miracles Ibid1 Kings thinking goes as follows: He has had urgent plea from Sadat which Khammash has just delivered for Jordan to take one of two                        actions to ensure Syrian survival: Let fedayeen back to attack Israel from Jordan or send units to Syria                        to bolster Syrian forces King cannot accept first Sadats plea adds to urgency of Assads                        continual calls for assistance Thus the first pressure on King is appeal                        from Arab brothers for helpIn telegram 7982                            from Tel Aviv October 11 2340Z Keating reported that he had met with Allon who wanted to share with him his                            elation over developments on the Syrian front where the Israelis had                            broken through in two areas were consolidating and resting during the                            night and would press on early the next day He emphasized however                            that the Israeli Government had no intention of taking Damascus Israel                            would continue to hit military targets in Syria with the primary aim of                            knocking out what remained of the Syrian air force and military                            equipment After Syrian military effectiveness was destroyed Israeli                            forces would be sent to Sinai Allon also expressed the hope that Israeli success in                            the north would deter Hussein                            from joining in on the Syrian side Ibid Box 610 Country Files                            Middle East Israel Vol 12 MarchOctober 19732 Second pressure is belief that Jordan cannot stand aside when all of Arab                        world becoming involved If it does it will be pariah and target It is                        longterm continued existence of Hashemite regime that preoccupies King3 Third pressureor rationalizationis belief that presence of                        Westernoriented Jordan together with Saudis in battle area will prevent                        complete radicalization of Arab world in direction of Soviets4 Next cableIn telegram 5436 from Amman                            October 11 1515Z Brown                            reported that the Jordanians had replied to the Syrians and Sadat that they could not afford to                            send a division Instead they were talking about sending a brigade                            which they wanted to station on the left flank of Golan using supply                            routes through desert and open country just to the west This also would                            be the easiest place from which they could get back to Jordan if                            necessary and it would keep them out of direct contact with Israeli                            forces Ibid Box 618 Country Files Middle East Jordan IX                            JanuaryOctober 1973 will discuss planned deployment of Jordan                        force which will hopefully not be in battle area but on left flankBrown	19731011
frus1969-76v25d163	163 Telegram From the Embassy in Jordan to the Department of State	None	10/12/73 20:05	None	None	5457 Subject: Delivery of Secretarys LetterIn                            telegram 4901 to Amman Kissinger sent the following personal message to                                Brownn to convey                            immediately to King Hussein: I                            have just learned from Ambassador Browns latest message that you have been asked by                            President Sadat to intervene                            militarily I urge you to delay such a decision as long as possible and                            at least for another 3648 hours I am making a major effort through                            quiet diplomatic channels to bring about an end to the fighting I do                            not say this lightlyand I need time and your help It is imperative you                            keep this in strict confidence Ibid1 Gave the Secretarys letter to the King at 2100 hours local Others                        present who read it were Zaid Rifai                        and Crown Prince Hassan Rifai spoke first saying he was very disappointed                        He had listened to press conference reportsSee                                footnote 5 Document 159 on                        radio and had read this letter Neither one copes with problem that Jordan                        has: how to get a cessation of hostilities and start on settlement before                        the ME crumbles2 King then changed subject Said he can go on no longer He cannot see                        himself creating another country and another army out of the rubble He is                        leaving for the front with the 40th Brigade He will be the first volunteer                        and then feel no shame in front of his men3 Thereafter ensued long debate in Arabic and English wellmixed as Hassan                        who said it would be better to cancel the whole business than to take such                        a risk Rifai who said the King is the country and has to be in the                        country and me saying commanders dont get out in front of a brigade if                        they want to control a whole army arguing against such a course of                        action4 Comment: King calmed down a bit and we talked about                        Saudi forces septelIn telegram 5458 from Amman October 12 the Embassy                            reported that the King had met and discussed the logistics of the                            movement of Saudi forces through Jordan with the Saudi commander He                            told the commander to have the unit travel by night using back roads to                            Azraq and from there to Syria Hussein said he expected the force to reach Syria by the                            night of October 13 National Archives Nixon Presidential Materials NSC Files Box 618 Country Files Middle East Jordan IX                            JanuaryOctober 1973 But then he reverted to subject saying that                        he neither mad nor sick but he would rather die with his soldiers than live                        in a dishonored ruined country under the thumb of the Soviets I left as                        Zaid and Hassan continued to plead with himBrown	19731012
frus1969-76v25d171	171 Telegram From the Embassy in Jordan to the Department of State	None	10/13/73 13:35	None	None	5476Subject: Message from King Hussein to Secretary Kissinger Following message received for Secretary from                        King Hussein:Sir: After receiving your messageSee footnote 5 Document 150 and                        precisely at the end of the 48 hours you requested me to provide in helping                        your intensive efforts for a rapid solution to this tragic dilemma of                        madness and continued shedding of dear blood our 40th Armored Brigade began                        to move and has arrived this morning at the JordanianSyrian border Its                        moves from then on are to be slow and deliberate I had no other option and                        had used them all God give you the ability to play the vital role and bring                        these tragic developments to a rapid endOn                            October 13 Hussein also sent a                            message to Meir informing her                            that he was holding back as best he could and that Jordanian military                            moves in the north were cautious and restrained National Archives                                Nixon Presidential                            Materials NSC Files Box 137 Country                            Files JordanRifai January 3 1973Sincerely HusseinBrown	19731013
frus1969-76v25d179	179 Telegram From the Embassy in Jordan to the Department of State	None	10/13/73 20:40	None	None	5486 Subject: Jordanian Intervention Ref:                        State 203591In telegram 203591 to Amman                            October 13 1726Z the Department transmitted a message from the                            Secretary that reads: You should immediately inform the King we have                            just received assurances from Israelis that if he does not move                            Jordanian military forces into Syria Israel will take no military                            action against Jordan Ibid1 Cannot deliver reftel to King He has                        already gone to the front Have just spoken to Hassan on phone He says some                        of forces are already in Syria He will be back in touch with me soon2 Before reftel came I was with King                        together with the British Ambassador Events have progressed considerably                        Ambassador gave message to King from Kidron representing still unofficial views of Israelis                        Message states in substance 1 Tell us where your troops will be 2 Give                        us the best assurances possible that you will not open fire Implication is                        that if two questions answered favorably Israelis will avoid fight with                        Jordanian forces3 We spent considerable time negotiating exactly what the answers would be                        In midst of talk message came that Idi Amin would be arriving in Amman any minute King immediately left for                        front with Bin Shaker leaving Rifai                        and Hassan to deal with Amin4 Basically what British Ambassador will reply to UK Embassy Tel Aviv for transmission to the Israelis is that                        Jordanian line will start from Jordanian border east of Wadi Ruggad                        northward towards Sheikh Miskin with northern anchor not yet defined but                        probably definable by dawn As to question of firing that remains moot                        After King left leaving answer to this still up in air but implying that                        Jordanians would be in defensive position Hassan and Rifai argued in long                        and confused fashion as to who would fire at what and under what                        circumstances In order to come to read reftel I left British Ambassador to sort out exactly what he                        would reply The questions were put to the British and not to us He will do                        his best to put best possible light on Jordanian reply5 What is the confusion It is simple Hassan wants to avoid bloodshed but                        have Jordanian presence on the front now that King has so decided Rifai                        told me privately on doorstep that what is required is that there be                        Jordanian martyrs6 What does the King think He seems to share both viewpoints Tonight he is                        Bayard on the white horse7 Comment What we do Nothing The British are the                        gobetween on this one so far as I know Maybe the US also in the act but I am not It looks like reftel is OBE as the Jordanians are in Syria and will not retreat What                        we are now trying to avoid is a JordanianIsraeli confrontation that will                        add new dimensions to this bloody businessIn                            telegram 5487 from Amman October 13 2330Z Brown reported that he had given the                            Secretarys message to Crown Prince Hassan and subsequently had a long                            talk with him during which Hassan attempted to define on the map                            exactly where the Jordanian forces would be in the morning The                            Ambassador noted that both Hassan and the Kings uncle Sherif Nasr                            were frankly and openly opposed to the Syrian venture                        IbidBrown	19731013
frus1969-76v25d188	188 Telegram From the Department of State to the Embassy in Jordan	None	10/15/73 18:15	None	None	203885 Subject: Middle East Situation For Ambassador From Secretary1 We have been informed by Israeli AmbDinitz that King Hussein has informed PM Meir that after examining location of                        various forces Israel should consider the Jordanian expeditionary force of                        the 40th Armored Brigade as hostile as of yesterday morning2 Israelis have also been informed that the King and his headquarters have                        been under pressure directly from Assad to either withdraw the brigade or                        have it carry out its military duties at what was then the 8th day of the                        war The brigade on the 8th day is within the danger zone but had not yet                        taken any action King has informed PM that brigade will inevitably be in                        action Moreover King has also informed PM that as to the probable future                        location of the brigade it has been given so many contradictory orders that                        it is impossible to predict where it will be at any given moment3 Dinitz says that the Israeli                        understanding is that the Jordanian brigade will be working in coordination                        with the Iraqi forces: in effect it is becoming part of the Iraqi movement                        in the area4 In these circumstances according to Israeli Amb the least harm would be done if in addition to this                        force no additional force was sent into action in this region or any other                        region of the front with Jordan and that the existing Jordanian force there                        would receive instructions not to engage heavily in battle This is said                        with the hope that the engagement should it occur will be limited5 Israeli Ambassador went on to say that naturally Israel will be forced to                        fight when they are attacked Ambassador then asked us whether we would do                        everything within our power to impress upon the Jordanians the objectives                        stated above6 Ambassador should see King immediately and weigh in in the above                        sense7 FYI: Dinitz says he knows we carry unit as 40th Armored Brigade                        although his own people insist on calling it the 4th Brigade He and we both curious about the difference                        but assume that reference is unmistakably to the single Jordan brigade thus                        far deployed to SyriaIn telegram 5527 from                            Amman October 16 Brown                            responded that he had discussed the telegram with Crown Prince Hassan                            and Sherif Nasr who understood the problem completely Hassan said he                            wanted to wake the King and talk to him alone Brown indicated that he was standing                            by in case the King called and in any event would see him in the                            morning Brown reported that                            both Hassan and Nasr agreed that it would be madness for Jordan to                            commit more troops to Syria The Ambassador told them that what was at                            stake was the future of Jordan It could remain with luck a moderate                            state with an Arab window to the West or with bad luck could be a                            minor Arab state vassal to the rich oilproducing states                            IbidKissinger	19731015
frus1969-76v25d207	207 Telegram From the Department of State to the Embassy in Jordan	None	10/19/73 2:11	None	None	207370 Subject: Message From King Ref:                        Ammans 5568Not found For Ambassador                        From Secretary1 Please convey following personal message to King Hussein from Secretary Kissinger:I am responding to your letter of 18 October promptly at a most delicate and                        crucial moment in our efforts to end hostilities and lay the groundwork for                        a just and durable settlement in the Middle East As you know we have been                        engaged in intensive discussions with the Soviets and the Egyptians with a                        view to bringing about a prompt ceasefire in conditions conducive to a                        fundamental settlementYour Majesty I know the dilemmas you face are surely greater than those of                        any other Arab leader The President and I both know this and we have drawn                        great reassurance from the strength of your leadership and the clarity of                        your vision of our common interests War can cloud mens reason and weaken                        their grasp You have proved equal to the task You have our admiration and                        I am convinced that history will confirm a crucial role in any fair                        settlement to Jordans prudence and restraint in these difficult times As                        difficult as it is I am confident that His Majesty will maintain his                        position of statesmanship2 Second our desires and hopes for a peaceful settlement are stronger today                        than ever before In all the many consultations I have had in recent days                        the interests of the Hashemite Kingdom of Jordan have been very much in the                        fore I realize as your message indicates your special responsibilities to                        the Palestinian people We seek for Jordan and for you permanent and                        honorable expression of these responsibilities3 I know Your Majesty with all of your experience and wisdom that you will                        appreciate that I am engaged in delicate and complex discussions I want you                        to know specifically what I am doing We are talking to the Soviets with a                        view to agreeing to a SC resolution which                        calls for a ceasefire in place to be followed promptly by negotiations                        between the parties on a fundamental settlement In such a settlement Your                        Majesty it is inconceivable that the interests of Jordan which you so                        eloquently explained to me would not be fully protected I give you a                        formal assurance to this effect4 Your Majesty we believe that a new strategic situation has been createda                        situation in which the necessity of a political settlement is becoming                        clearer to all parties and in which it will be less difficult for the US                        to exercise effective and constructive influence5 Your Majesty the US knows who its friends are There can and will be no                        settlement without the fullest consultation between us Your views will I                        can assure you be given the full weight they deserve6 During this difficult period in which our intensive diplomatic efforts are                        continuing I urge you to maintain the confidence in what we are seeking to                        accomplish I need that confidence and Your Majestys steady support more than ever in the days                        ahead With warmest regardsIn telegram 5574                            from Amman October 19 Brown                            reported that he had delivered the Secretarys letter to the King who                            had been very appreciative and said that he knew his American friends                            understood his problems Hussein                            said that he saw no signs of an improving situation in Syria and was                            concerned about the widening Israeli bridgehead west of Suez He                            believed this would generate great pressures on him to open a                            JordanianIsraeli front which he knew would be suicide Ibid                            Telegram 208155 to Amman October 19 transmitted a message from                                Kissinger to Hussein saying that he was leaving                            that night for talks in Moscow on the current situation in the Middle                            East Kissinger stated that he                            would seek an immediate end to the fighting on a basis that would make                            possible early progress toward a final just and lasting peace and he                            reiterated that Jordans interests would be fully protected                            IbidHAKKissinger	19731019
