id	title	subject	date	p_from	p_to	body	date_tmp
frus1969-76v10d137	137 Telegram From the Embassy in Cambodia to the Department of State	None	1974-08-14 05:47:00	None	None	10794 Department pass to other posts as desired Subject: Lon Nols Leadership and US                            Policy1 Summary Lon                                Nol has not developed into a strong leader over the past                            four years of war His 1971 stroke sapped his energy and he failed to                            pick strong advisors relying on relatives or cronies instead Not                            particularly intelligent or wellorganized the Marshal has seen                            military reversals economic disaster and political chicanery and                            violence undermine his popularity Though no longer loved he still has                            some measure of respect and can instill fear His authority over the                            army so far unchallenged may not survive a serious future crisis A                            skillful politician able to use the prestige of his office President Lon Nol so far has been able                            to maintain the stability which underlies the Republics successful                            response to the 197374 KC dry season                            offensive The Marshal has been responsive to our suggestions for                            changes in economic military or diplomatic strategy but has kept his                            freedom of action and has occasionally shortcircuited implementation of                            those suggestions he has found unpalatable Totally unacceptable to the                            other Khmer side Lon Nol does not                            have the force to compel them to accept him as the Republics                            interlocutor American policy never wedded itself directly to Lon Nol and we should therefore be                            prepared to accept the principle of his departure from power as part of                            an overall settlement of the Cambodian conflict His departure should                            however be used to obtain a quid pro quo from the other side End summaryLeader of a Modern State2 No one would pick Lon Nol to                            lead a modern state His rise was an accident of Khmer history due more                            than anything else to Norodom                                Sihanouks desire to keep a modest manageable figure as                            leader of the Khmer right Where others notably Nguyen Van Thieu have grown to match                            the job of Chief of State Lon Nol                            has not He was admittedly severely hampered by his 1971 stroke which                            lessened his energy and made impossible the kind of fastmoving                            countryside visits that Thieu has                            used to build his popular base Lon                                Nol has moreover become more dependent on a coterie of                            yesman advisors and illequipped cronies devoted more to their                            personal aggrandizement than to the national interest This group is                            unwilling to explain to him the                            realities of Cambodias situation leaving the Marshal dependent on                            foreigners usually this Embassy for candid assessments Lon Nol lavishly rewards loyal                            subordinates and permits them to carry on well past the point where                            their incompetence becomes manifest3 Lon Nol is not intelligent and                            his prose and conversation betray a disorderly mind He does not think                            logically and must be led by the hand through a chain of reasoning The                            Marshal tends to involve himself in details of matters he does not have                            the time to study and fully understand consequently he issues orders                            on tactical aspects of both the military and civil affairs that often do                            not square with the realities thereby causing problems rather than                            solving them4 Unfortunately for Cambodia Lon                                Nol like Sihanouk                            is deeply suspicious of wouldbe rivals He used a succession of Prime                            Ministers including the prestigious Khmer Krom leader Son Ngoc Thanh                            as scapegoats to expiate continuing economic military and diplomatic                            decline from 1970 to 1974 The Marshal eased out first the popular but                            ineffective In Tam in late 1971                            and again in 1973 and then Cheng Heng and the administratively                            talented Sirik Matak in early                            1972 but found he could not make the ousters stick in the face of an                            accelerating decline in popular confidence see below and worsening                            governmental and military efficiency5 With the departure of Lon Non                            the Marshals activist intriguing younger brother in 1973 Sirik Matak In Tam and Cheng Heng returned to collaboration The                            latter two fell again leaving Sirik                                Matak now apparently satisfied with his role as high                            assistant to the President and the Marshal evidently convinced that                                Sirik Matak is no threat If                                Lon Nols past history is any                            guide he would see the capable Prime                                Minister Long Boret as posing the most likely immediate                            challenge to his supremacy Long                                Boret however is without a military base is faced with                            overwhelming problems and so clearly enjoys American support that                                Lon Nol is still willing to                            work with and support him6 These weaknesses are not balanced by the Marshals strengths He is a                            hard worker and a patriot Capable of vindictiveness he is also                            compassionate As a politician Lon                                Nol surpasses all other GKR political figures He knows how to size up his                            political opponents and allies and can pick the right combination of                            carrot and stick to move them To control the military Lon Nol uses the prestige of his office                            and his title of Supreme Commander He still retains considerable                            authority over the military and even the most outspoken Young Turk does not dare to face the                            Marshal down7 The Marshal uses this ability to handle politicians and the military                            to ensure reasonable stability under which technicians in the Cabinet                            and armed forces have the opportunity to bring order out of the                            administrative chaos in both civil and military affairs The successful                            dry season defense and Prime Minister Long                                Borets successful balancing act in the economic and social fields are                            evidence of the Marshals effectivenessLeader of His People8 Lon Nol crosses into both the                            civilian and military segment of the elite He was a judge and province                            governor before becoming a Lt Colonel and military commander in 1952                            and then rising to Lt General and CommanderinChief of Royal Forces                            Among the military Lon Nol draws                            support because he backs up his subordinates rewards loyalty and                            subtly mingles decisiveness with an ability to cushion individuals from                            the consequences of his decisions Sirik                                Matak by contrast is more decisive but cares less                            about saving others face The Marshal was before his stroke a                            physically powerful man he enjoyed considerable prestige for successful                            operations against the Viet Minh while he was in                            Battambang Many civilians respected Lon                                Nol for his judiciousness and his compassion9 Although he lacks the oratorical skills and charisma of a Sihanouk Lon                                Nol was genuinely popular Among the people he was known                            by the affectionate title Ta Khmau the Dark Grandfather because his                            bronze complexion is much closer to the color of the Khmer peasant than                            to that of the other paler members of the SinoKhmer elite His                            widelyknown devotion to astrologers and geomancers strikes a responsive                            chord in a country where passages de vie are celebrated on                            magicallydetermined dates and the average soldier fights with a                            buddhaimage between his teeth believing firmly in its protection                                Lon Nol also received a                            measure of the reverence accorded to Khmer rulers from the days of the                            godkings10 Continued popularity however demanded a performance the Marshal                            could not sustain By late 1971 a host of political and economic                            problems highlighted by the Chenla II military debacle began to emerge                                Lon Nol escaped from blame as                            popular criticism settled on his entourage especially his younger                            brother Lon Non The stroke had                            affected his popular image and he came to be viewed as a pitiable figure                            whose heart was still in the right place In early 1972 however more                            daring student elements began to question his leadership Violence                            directed against students manifest irregularities in the June 1972                            Presidential election and a growing economic crisis sparked by                            interdiction of lines of communication drove elite confidence in                                Lon Nol to a nadir and popular                            unrest to a high Younger military officers began desultory coup talk                            and major civilian figures voiced their despair11 Although most of the elite has given up on Lon Nol popular confidence in him recovered marginally                            in 1973 with the formation of the High Political Council and stood up                            under the dry season attack and successful defense of the capital in                            early 1974 At this point inflation and the destruction of Khmer rural                            life along with the continued toll of approximately 200 killed weekly have engendered public apathy                            towards all Khmer military and civilian leaders The people continue to                            endure while civilian elements of the elite reluctantly confess that                            they can name no one to replace the Marshal and recreate the spirit that                            brought the Khmer into the war12 Younger military commanders with an exaggerated idea of their own                            worth talk about replacing the Marshal but Lon Nol still maintains a certain authority and                            political skill that prevents such talk from being translated into                            action These younger officers will not present a serious challenge to                            the Marshals leadership unless the Republics fortunes military or                            diplomatic suffer a serious reversal which they mayLon Nol and US Policy13 The United States has not publicly avowed support for any individual                            leader or group in the Khmer Republic Lon                                Nol as Chief of State is useful as long as he can                            assure political stability under which the technicians can operate to                            improve military and civil effectiveness The President has so far                            accepted our recommendations on critical economic reforms national                            conscription military management and diplomatic initiatives                            Implementation is spotty however and Lon                                Nol has shortcircuited action on unpalatable reforms                            which he has accepted in principle14 Our assessment is that no available political figure or combination                            of figures is likely to provide the leadership needed to reverse popular                            apathy and reinstill the Spirit of March 18 1970 The other Khmer                            political leaders are as lackluster as Lon                                Nol none however gives the promise of the relative                            stability that he has managed to maintain The question of succession to                            the Marshal is under continuing review but with a major diplomatic                            confrontation in New York shaping up and major economic problems to be                            faced the Marshals continued presence appears essential assuming his                            health permits and he maintains his close cooperation with the Embassy                            and support for Prime Minister Long                                Boret15 The goal of course is a negotiated settlement Lon Nol is anathema to the other side                            whether it be Sihanouk who feels                            the Marshal betrayed him or the incountry Khmer Communist Party which                            remembers his repression at Samlaut in 1967 and views him as hopelessly                            corrupt and compromised with foreign powers The other side is doubtless                            keenly aware of the possibilities for political chaos if the Marshal                            leaves Their demand that he and a handful of others leave is                            reminiscent of the NVAVC insistence that Thieu and his government be removed                            before they would start serious peace talks This demand is a maximum                            position it is probably negotiable The other side of course should                            not be permitted to choose those who would represent the nationalist                            side in negotiations16 Lon Nol is no Nguyen Van Thieu but he has shown                            himself of sufficient stature to serve as a major bargaining counter                            The Marshal has told us at one point that he is willing to leave if his                            departure will help bring peace We should certainly not let him stand                            in the way of a peace settlement Before the United States asks him to                            make good on his word however his departure should be used to obtain a                            major concession from the other side in returnDean	19740814
frus1969-76v10d140	140 Telegram From the Embassy in Vietnam to the Department of State	None	1974-08-22 10:46:00	None	None	11119 Subject: Letter From President                                Thieu to President                                Ford1 The assistant to the Foreign Minister for Political Affairs August 22                            passed us for our information following letter from President Thieu to President Ford which will be delivered                            in Washington by Ambassador Phuong2 Begin text: Saigon August 21 1974 Dear Mr                            President3 I am pleased to acknowledge your letter of August 10 1974See footnote 2 Document                                    134 and to renew my wishes for the full success of                            your mission which is most important not only to America but also to                            the rest of the world4 As Your Excellency so aptly put it we have traveled a long and hard                            road together during the past twenty five years During this historic                            journey many fine young men of both nations had given their lives and                            we shall see to it that their supreme sacrifice would not have been made                            in vain This means that a genuine peace must be secured and that the                            sacred right of the South Vietnamese people to self determination must                            be preserved5 In that noble endeavour I can assure you that the Government of the                            Republic of VietNam has done its utmost to respect and implement the                            Paris Agreement The only obstacle to peace and to a political solution                            of the VietNam problem resides in the stubborn and bellicose attitude                            of the North Vietnamese who do not renounce to their scheme of forcible                            conquest of South VietNam yet To overcome that obstacle we must show                            the Communist side that there is no hope for them either to break the                            will of the South Vietnamese people or to undermine the support of the                            US for the Republic of VietNam8 Your assurances about the continuity of American policy towards                            VietNam and about the adequate amount of military and economic aid that                            we could get in the end are most helpful in that respect I strongly                            hope that future actions by the US Congress will further convince the                            Communist side of our common determination and steadfastness of purpose                            thus bringing peace that much nearer Sincerely signed Thieu End                            textLehmann	19740822
frus1969-76v16d6	6 Telegram From the Embassy in the Soviet Union to the Department of State	None	1974-08-10 17:47:00	None	None	12296 Subj: USSoviet relations and the Presidential transition1 Summary I have little doubt that the Soviets believe President Ford will continue our policy of seeking a                        closer and more stable relationship with the USSR and I expect no major                        shifts in Soviet foreign policy either toward the US or in the                        international arena as a result of President Nixons resignation Nor do I think Nixons resignation will                        have much effect on Brezhnevs                        position within the Soviet leadership We can expect the Soviet regimewith                            Brezhnev at the helmto remain                        on a dtente course toward the US and the West in general End                        summary2 Brezhnev has felt most comfortable                        when dealing with Western leaders with whom he has developed a personal                        relationship Nixon Brandt and                            Pompidou were the three with whom                        that relationship was strongest Now all three are goneFrench President Georges                                Pompidou died in office on April 2 Willy Brandt resigned as West German                            Chancellor on May 7 The departure of Brandt and Pompidou                        caused some initial Soviet nervousness about the commitment of their                        successors to dtente accompanied by public and private Soviet assertions                        that Moscows course would be steadfast We expect the same to be true in                        the US case as the Soviets adjust to a new President3 Fortunately two factors in the US situation should encourage the                        Soviets in a continuing overall belief that the US remains committed to                        bilateral dtente First is the fact that Secretary Kissinger will remain in office In his                        person he exemplifies the continuity of US foreign policy andon a                        psychological levelhe is known and respected by the Soviet leadership4 Second is the fact that the Soviets have had time to prepare for the                        present situation While it took them longer than many to fully comprehend the possibility of Nixons fall                        the writing on the wall has been visible to them for several months Nixon                        did not depart in the full flood of his personal relationship with Brezhnev By the time of the summit                        meeting the Soviets probably had begun to consider him something of a                        wasting asset and several times during the visit they sidestepped too                        personal identification with him After the summit Soviet sources privately                        asserted to Westerners that more could have been accomplished in the                        strategic field if the President were not in domestic difficulties There is                        a large selfserving element in the claim but it is also likely that some                        Soviets believed it If so Moscow may be prepared to take a more serious                        and businesslike approach to SALT in the                        period ahead feeling that President Ford has the Congressional base to get approval of                        agreements reached5 The slow erosion of Nixons domestic position also gave the Soviets time                        to persuade themselves that Nixons policies were almost certain to survive                        him Through discussions in Moscow this spring and summer with Kennedy and Harriman on the Democratic sideand Scott and Richardson on the                            RepublicanSenator Edward Kennedy visited Moscow in                            April former Governor W Averell                                Harriman in MayJune former Attorney General Elliot                            Richardson visited the Soviet Union in JulyAugustthey could                        measure for themselves the continued strong support for the normalization                        process in the US6 Thus I believe the Soviets are reasonably well satisfied that we will                        keep on a dtente course This does not mean there will be no adjustment                        problems Given their innate conservatism and neophobia they may have some                        initial difficulty getting used to the new President They probably have                        some concern about the Presidents earlier political orientation which they                        may see as conservative in nature More basically they simply dont know                        him very well The message I delivered today got things off to a very good                            startSee Document                            4 An early meeting between the President and Dobrynin when he returns would also                        help It is possible of course that Brezhnev may be reluctant to seek with President Ford the kind of strong personal                        relationship he had with President Nixon and with Brandt and Pompidou                        The departure of all three has no doubt sobered him about the durability of                        personal ties with Western leaders Thrice bitten he may be inclined to                        move toward a somewhat more formal relationship with the US President                        This is not his natural bent however and the evidence thus far does not                        indicate any change in his approach7 A more complex problem involving Soviet perceptions of the US is how                        they will assess the entire Watergate drama in terms of its effect on the authority of the Executive                        branch of the US Government visvis the Congress Just as the MFN travail has educated the Soviets on the                        strength of Congress so should the Watergate affair cause them to revise                        even further upward their view of Congressional power They may therefore be                        concerned that Watergateand its culmination in the Nixon resignationhas                        had the effect of strengthening the hand of those in Congress who are                        illdisposed toward the Soviet Union They will have to balance such a                        concern against the knowledge that the President starts out with an                        excellent relationship with Congress based on his long experience there                        This mixture of factors will make the ExecutiveCongressional relationship                        of consuming interest to the Soviets8 What of the effect of the Presidential transfer on Soviet policy toward                        the US and in the overall international sphere Will there be an effort to                        take marginal advantage during the time of initial adjustment Or on the                        contrary a Soviet effort to give President Ford a honeymoon period I doubt that either will happen                        The circumstances of the resignation and succession should allow a                        transition of unique smoothness in the foreign policy field Our foreign                        policy apparatus is already in place and as capable as before of responding                        to any heightened Soviet challenge Moreover I doubt that the Soviets would                        wantparticularly at firstto risk actions which in their view might push                        the new President in a more hawkish direction Conversely I do not see any                        particular reason to believe that the Soviets will do President Ford any favors They will for example                        continue to press their interests vigorously in such areas as the Middle                        East Cyprus and the Mediterranean In sum I expect Soviet foreign policy to                        continueas ours willon a businessasusual basis unaffected in any                        major way by the succession9 Finally will Nixons resignation affect Brezhnevs own position in the leadership It seems                        doubtful While Brezhnev had been                        closely identified with Nixon the personal angle has been progressively                        muted for some time now and in any case Brezhnev never depended on it His policy toward the US                        and the West rested on the assumption that a closer relationship is in the                        Soviet national interest Unless US policy changes that assumption is not                        likely to be challenged as a result of Nixons resignationStoessel	19740810
frus1969-76v27d256	256 Telegram From the Department of State to the Embassy in Iran	None	1974-08-05 21:44:00	None	None	170249 Subject: IraqiArab States Relations Reference: Tehran 6206In telegram 6206 from Tehran July 28 the                            Embassy conveyed the views of the Shah and his visitor King Hussein of Jordan that Iraqs efforts                            to improve relations with the Arab countries and loosen Iraqi ties to                            the Soviet Union were insincere and represented a tactical move to                            divert attention from Iraqs internal problems Both requested the US                            view of the matter Ibid D7402041125 Beirut pouch                        Baghdad1 We can well understand Iranian suspicions of Iraq but there is some                        divergence in their views of the situation and our own current assessment It appears to us that Iraq is                        currently genuinely interested in improving its relations with other Arab                        states and with West as well Iraqi Government apparently wants to break                        out of its isolation and to move albeit gradually into a position where it                        can again have some voice in regional affairs2 We believe such movement is in US interest and our inclination would be to                        encourage expansion of Iraqi contacts with Egypt in hope that this will                        lead to a lessening of Iraqs hostility toward US Middle East initiative                        Any move that would ease Iraq more closely into line with the more moderate                        elements of the Arab world can only help to stabilize the area and make our                        task in ArabIsraeli negotiations easier As regards Iraqi desire to loosen                        ties with USSR this has been evident for                        more than a year and is obviously a development we welcome We would hope                        that IraqiEgyptian rapprochement would further reinforce this trend You                        may be aware that within past year Iraq has actively sought expanded                        commercial ties with US3 You are authorized to share above analysis with AlamHelms asked Sisco in telegram 6521 from Tehran                            August 7 if these views actually represented what the Secretary and he                            wished to be passed to Alam                            since they would be unpopular with the Iranian Government Ibid                            D7402160868 Sisco responded in                            telegram 172922 to Tehran August 8 that this US view should be                            presented unless Helms thought                            there was an overriding reason not to He added that Helms should point out that the                            assessment was tentative and cautious and that although it differed                            from Irans it was being shared in the context of close USIranian                            ties and mutuality of interests The United States fully recognized the                            prominent role the Soviets continued to play in Iraq and the potential                            they had for mischief in the area Ibid D7402171154                        Admittedly time span of this development is too brief to draw hard and fast                        conclusions and we shall continue to take careful look at developments in                        Iraq We recognize that Soviets remain a major factor in Iraq and that Iraqi                        policies remain far from amenable to Iranian and US interests and would                        not want our analysis to be interpreted as suggesting we think there is any                        cause for complacency about Iraqi situation We welcome GOI views and assessments and wish continue                        useful dialogue on this subject which is of mutual interestKissinger	19740805
frus1969-76v27d257	257 Telegram From the Interests Section in Baghdad to the Department of State	None	1974-08-09 08:25:00	None	None	479 Subject: USIraqi relations1 Schizophrenic nature of Iraqi approach toward US is more marked than                        ever On one hand American business representatives journalists and other                        private groups continue to receive red carpet treatment Most striking                        recent example was July 29August 3 visit of university group from                        RaleighDurham area State 152352Telegram                            152352 to Amman Beirut Cairo and Baghdad July 5 advised that a                            group of representatives from universities in the Raleigh North                            Carolina area were en route to Egypt Iraq Jordan and Lebanon for a                            6week study project Ibid D7401890915GOI paid all expenses of 14 member group                        including part of international travel University and other officials gave                        group briefings on Kurdish problem and Iraqs economic development GOI granted an additional 45000 dollars to                        Shaw University Despite such hospitality none of Iraqi hosts felt able to                        attend small reception I gave for group Other recent examples include                        First National City Bank group for whom new President of Rafidain Bank gave                        dinner which all leading bankers attended Almost equally warm reception                        given this week to Lummus rep whose company being urged to bid on 200                        million dollar petrochemical complex Bendix Corp reps who requested to                        come and bid on 8 million dollar turnkey spark plug factory and rep of                        Vosbeck Vosbeck Kendrick and Redinger who urged to submit bid for long                        term consulting contract2 On dark side is continuation of antiAmerican propaganda prohibition on                        US firms participating in trade fair absence of any publicity on above                        mentioned activities when contracts concluded with US firms they                        referred to media only as foreign firms and continual harassment of                            USINT local employees by secret                            policeFor example the Interests Section                            reported in telegram 678 from Baghdad October 5 that for the second                            time in a year its driver had been called in and abused by the Iraqi                            secret police Ibid D7402830668 In addition although we now                        have good access to most state organizations on commercial matters direct                        contacts with Ministries on other matters remain very circumspect My                        attempts to expand Iraqi Government contacts by requesting to call on                        Ministry of Planning official and Tariq Aziz editor of AthThawra to                        give copy of Assistant Secretary Atherton interviewPossibly a                            reference to Athertons                            testimony on August 7 before the Subcommittee on the Near East and South                            Asia of the House Foreign Affairs Committee on US relations with the                            nations of the Arabian PeninsulaPersian Gulf region His prepared                            statement is printed in the Department of State Bulletin September 2 1974 pp 336342 have so far                        elicited no response3 Comment: Gap between GOI policy of expanded commercial relations and private                        contacts with US and rigid Baath ideological view of US has widened                        considerably during past few months In circumstances I believe we should                        continue to strongly urge private American businessmen and other groups to                        establish and expand links with Iraq while we as USG ignore affronts and propaganda attacks that GOI still finds necessary to present as its                        official postureLowrie	19740809
frus1969-76v27d260	260 Telegram From the Interests Section in Baghdad to the Department of State	None	1974-08-29 10:28:00	None	None	564 Subject: USIraqi Dialogue Ref: State 186614 Baghdad 543Telegram 186614 to Baghdad August 24 instructed                                Lowrie to give the Foreign                            Minister a message from Kissinger that he was interested in pursuing highlevel                            discussions since ElShibibs arrival in Bonn was delayed Ibid From                            SECSTATENODIS In telegram 543 from Baghdad August 27 Lowrie sent a preliminary report on                            his meeting with Foreign Minister Taqa Ibid To SECSTATENODIS1 Summary:ForMin considers high level dialogue                        with US premature in view unchanged USG                        policies toward Arabs and in support of Israel and Iran Nevertheless improvement in some areas                        continuing Iranian aggression threatening peace of area and USG seems involved Despite negative reaction                        we should encourage continuing exchange of substantive information End summary2 Foreign Minister Taqa received me                        for almost one hour August 26 when informed that I had message from                        Secretary He listened very carefully and expressed appreciation He then                        engaged in halfhour monologue on why suggestion for high level meeting with                        Secretary was premature He emphasized that he was speaking personally                        because he had obviously not had time to consult his superiors He believed                        following represented current attitude of GOI toward USG:3 Taqa said Ambassador Shibibs                        contact with Secretary in New York in April had been accidental since they                        were seated next to each other at SecGen Waldheims luncheonSee Document 252                        Nevertheless something positive had come out of that meeting regarding                        stated USG policy toward Kurdish conflict                        and GOI had appreciated USG stand during Security Council debate                        However ForMin recalled that Shibib had                        told Secretary that deep differences separated US and Iraqi policies in                        Middle East and these would have to be narrowed before improvement in                        bilateral relations could take place ForMin then recalled meeting last January with Senator Abourezk                        and me Baghdad 003Telegram 3 from Baghdad                            January 6 reported the meeting between Senator James Abourezk and                                Taqa in which the latter                            explained the Iraqi position on the Middle East settlement National                            Archives RG 59 Central Foreign Policy                            Files no film number in which he had emphasized that GOI had nothing against US but only USG policies toward Arabs and that to extent                        there were positive changes in these policies GOI would respond He also mentioned message to him of October                        1972 from then Assistant Secretary Sisco suggesting dialogue and recalled that his answer then                        was that differences were too profound He agreed that different analyses                        can arrive at varying conclusions about extent to which USG Middle East policy has changed recently                        but as far as GOI concerned changes were                        not yet basic and GOI had no confidence                        whatsoever that Israel would withdraw from all occupied territory4 Taqa then stated in strong terms                        that possibility of improvement in bilateral relations was now complicated                        by second problem: Iranian assistance to Barzani and Kurds which is                        seriously threatening peace in the area If USG does not support what the Shah is doing he said it is                        difficult to believe that USG is unaware of                        it and possibly USG is providing indirect                        assistance to Kurds through the Shah Taqa said USG response to                        Shibib on this subject had been satisfying but GOI strongly believes                        Shah has aggressive intentions against Iraq It is difficult not to conclude                        that Washington knows of and supports Shahs attitude In answer to my                        question about what was contained in MFA                        note of August 25 on Iranian aggression mentioned in press ForMin said he would brief me on that5 He concluded his personal reaction to Secretarys message by saying that                        for above two reasons he frankly believed high level dialogue was                        premature He feared his meeting with the Secretary would be full of                        bitterness and sharp exchanges Apparently not wishing to go too far                            Taqa then emphasized that GOI had nothing against US only certain of                        its policies and this was evidenced by commercial dealings and fact that                        highest levels of GOI now seeking medical                        care in US when they could go anywhere in world Furthermore when he is                        instructed to personally take up matter with me such as Presidents wifes                        trip this also meant something He said GOI approved in principle of usefulness of dialogue with all                        countries and that we were in effect having dialogue now It was however                        premature to have high level dialogue6 With regard to confidentiality of contacts Taqa said GOI policy was to                        be strictly above board and it would not be concerned if such meetings                        become known He cited fact that when GOI                        signed contracts with American firms it announced it publicly This                        statement is simply not rpt not true I can                        recall no case in which GOI publicly                        announced that contract signed with an American firm Normal euphemism is                        foreign firm ForMins sensitivity on                        this point does I think indicate great caution that he or others must use                        in their dealings with USG lest they become                        vulnerable to charge of being proAmerican7 Taqa then turned to current                        situation on Iranian border which was subject of MFA note to diplomatic missions August 25 not including USINT He said Iran has concentrated 3                        armored divisions 2 infantry divisions and 2 infantry brigades along the                        entire length of border These troops as well as Iranian Air Force are on                        full alert He noted that Iran had not denied reports of alert but related                        it to Iraqi military actions This is ridiculous he said since Iraqi force                        engaged in internal action Taqa said                        with some feeling that if Shah or anyone else has idea of new Bangladesh in                        Iraq he is very mistaken Barzani is not representative of Kurds he is in                        his last days and those who are betting on him are betting on losing horse                            Taqa said that Istanbul meeting                        had been result of Iraqi initiative and was to resolve all outstanding                        problems Negotiations were proceeding not badly when Iranian troop                        concentration began and attacks hardened In response to my question about                        alleged Iraqi incursions on August 4 and 8 Taqa said there had seen no Iraqi incursions and that if                        they occurred at all there were very likely provocative acts by Kurds                        Kurds had he said previously                        engaged in this kind of activity wearing Iraqi Army uniforms on Turkish                        border8 In closing Taqa again emphasized                        that he had given me his personal views and that it is possible that the                        official reaction to Secretarys message might be different in which case he                        would communicate it to me9 Comment: Although flattered Taqa appeared to be apprehensive that his                        substantive communications channel with USINT had suddenly grown into suggestion for meeting with the                        Secretary Since relations with USG known                        to be subject of intraparty conflict my reading is that Taqa very fearful of getting out in front                        on this issue Current serious difficulties with Iran obviously made it even                        more difficult to react positively since same elements within regime                        apparently remain convinced that USG aiding                        Kurds directly or indirectly10 In view his strong remarks it would be most helpful if I could convey                            USG position on Kurdish conflict to                            ForMin including explicit denial of                        any USG assistance Despite Taqas negative reaction to high level                        dialogue I strongly recommend that Department encourage use of this channel                        to ForMins office for exchange of                        substantive informationLowrie	19740829
