id	title	subject	date	p_from	p_to	body	date_tmp
frus1969-76v10d286	286 Telegram From the Department of State to the Liaison Office in China	None	1975-05-13 00:13:00	None	None	110673 Subject: Cambodian Seizure of US Merchant Vessel1 Deputy Secretary Ingersoll                            called in Huang Chen Monday                            afternoon May 12 to request PRC                            assistance in passing message to Cambodian authorities regarding                            Cambodian seizure of a US merchant ship                                Ingersoll first read                            statement issued today by the White House see below and then said we                            would appreciate it if the Chinese would pass a message to the Cambodian                            authorities Before he could read the message Huang Chen interrupted to say that the                                GRUNK is an independent sovereign                            state that he would not transmit any message for us that if we have                            any message for the Cambodians we should use other channels He almost belligerently                            maintained that position despite our statements that we had no direct                            channels to the authorities in Cambodia that matter was urgent and                            that we thought USPRC relationship was such that Chinese                            would be willing to assist in transmitting message Near end of                            conversation he said that if this was only subject Ingersoll wished to discuss he would                            say goodbye Ingersoll asked if                            he would listen to the message we wished to pass to Cambodians and                            report it to his govt Huang Chen reiterated that This is your                            matter it has nothing to do with us2 Huang Chen will of course report                            to his govt in Peking and we assume                            Chinese will inform Cambodians of our approach and their reaction3 You should urgently deliver message in paragraph 4 to PRCMFA as well as to GRUNK There should be no personal                            contact beyond delivery in either case and delivery should be by someone                            other than Bush Messages should                            be written not delivered orally4 Begin text The Government of the United States                            requests that you pass the following message urgently to the authorities                            in Phnom PenhBegin quoteNaval forces controlled by the Cambodian authorities have seized an                            American merchant vessel the SS Mayaguez this                            morning in international waters in the Gulf of Thailand We understand                            the ship and crew have been taken to the port of Kompong SomThis is an act of international piracy The vessel was in international                            waters and represented no danger to the authorities in Cambodia or to                            anybody elseThe Government of the United States demands the immediate release of the                            vessel and of the full crew If that release does not immediately take                            place the authorities in Phnom Penh will be responsible for the                            consequences End quote5 Statement May 12 by White House Press Secretary Begin text We have been informed that a Cambodian naval                            vessel has seized an American merchant ship on the high seas and forced                            it to the port of Kompong Som The President has met with the NSC He considers this seizure an act of                            piracy He has instructed the State Department to demand the immediate                            release of the ship Failure to do so would have the most serious                            consequences End text6 Although press is beginning to speculate that Huang Chen call was related to ship                            seizure we are not confirming that was the subjectIngersoll	19750513
frus1969-76v10d287	287 Telegram From the Liaison Office in China to the Department of State	None	1975-05-13 04:54:00	None	None	913 Subject: Message on Cambodian Seizure of US Ship1 USLO officer Anderson delivered                            message on Cambodian seizure of US merchant vessel to Cambodian                            Embassy at 1210 local time May 13 Cambodian EmbOff said he would                            transmit it No further discussion2 PRC Foreign Ministry said that message                            could not be received by an officer until 1600 Peking time but that if                            matter was urgent we could deliver to MFA mail room We are doing so We are confident that                            message will immediately be passed to responsible officials but MFA apparently wanted to avoid direct                                contactBush relayed the PRC response to the Department in                                telegram 925 from Beijing May 14: The Ministry of Foreign Affairs                                of the Peoples Republic of China is instructed to inform the US                                side that it is not in a position to pass the US message on to the                                Royal Government of National Union of Cambodia and hereby returns                                the May 13 note of the US side IbidBush	19750513
frus1969-76v10d288	288 Telegram From the Embassy in Thailand to the Department of State	None	1975-05-13 11:16:00	None	None	8684 Subj: Thai Unwillingness to Let the US Flex Its Thai Based                            Military Forces in Indochina1 Prime Minister Khukrit Pramot obviously concerned by press statements                            from the US threatening the use of force to free the Mayaguez summoned me May 13 to seek information                            on the status of the ship I summarized the information available to us                            largely from wire service reports2 Khukrit stressed that from the Thai Government standpoint any                            retaliation should be purely between the United States and Cambodia and                            should not in any way involve Thailand I asked if he was referring to                            use of US military assets in Thailand He said he definitely was I                            told him that in line with established procedures we would inform the                                RTG before any action involving                            Thaibased planes was undertaken3 Khukrit has announced publicly the reason for calling me in It is                            most important that we play this by the rules Otherwise in the current                            supercharged political atmosphere we stand to lose a great deal in                            terms of RTG cooperation and useor even                            continuationof bases hereMasters	19750513
frus1969-76v10d289	289 Telegram From the Embassy in Thailand to the Department of State	None	1975-05-13 13:15:00	None	None	8690 Subject: Measures to Obtain Release of the Mayaguez Ref: Bangkok 8684Document 2881 As the Department is aware I had absolutely no advance word that                            military action was to be taken by US aircraft based in Thailand to                            obtain the release of the Mayaguez At 1730 hours                            Bangkok time an information copy of a JCS message addressed to our Defense Attach 131017Z May                                75Not found first revealed to                            me that something was going on By tracking back I have now learned                            that US aircraft were launched from bases in Thailand at about 1330                            hours Bangkok time This is an hour and a half before I met the Prime                            Minister at his request to discuss this matter2 I cannot stress too strongly the damage to USThai interests which                            is likely to result from this unilateral action Had I known what was                            contemplated I could have taken steps to contain the damage When the                            Thai learn that US aircraft had already been launched before I saw the                            Prime Minister and of course made no mention of it they will assume                            that this is a deliberate heavyhanded US effort to cut them out not                            that it results from an unbelievable lack of coordination and foresight                            in failing to keep me informed3 I have just told Prime Minister Khukrit by telephone that a number of                            aircraft have been launched from Thai bases to keep the Mayaguez under surveillance I have told him and                            I hope I am correct that no ordnance has been expended The Prime                            Minister expressed his appreciation for this information my guess would                            be he already knew something was afoot because of activity at the                            bases The Prime Minister urged that we keep absolutely silent about                            any involvement of Thai bases in this operation If we can do so he                            believes we may get by otherwise he anticipates a great deal of trouble                            from political parties students and others The way Khukrit has played                            this he is in the clear He has publicly announced that he told us not                            to use Thai bases We are the ones on the hot seat4 I understand further moves are contemplated involving the arrival at                            UTapao tonight of a battalion of Marines and their movement into action                            tomorrow morning This will involve Thailand even more directly in the                            confrontation between the US and the Cambodians And of course this                            again is not being coordinated with the RTG It is of course up to the policymakers in Washington                            to decide on our response to this act of piracy but I must point out                            that these further steps are likely to be very costly for USThai                            relations at a time when the Thai are already moving rapidly to reassess                            their foreign policy I trust we have factored these costs into our                            decision making5 May I know what is going onTelegram                                110792 to Bangkok May 13 instructed Masters: Regret fast moving situation here has made                                it impossible to keep you fully informed as we would otherwise                                intend Matters you raise are currently under discussion and we hope                                to have word for you soon Meantime please do not repeat not                                raise this matter further with Thais Ford Library National Security Adviser NSC East Asian and Pacific Affairs                                Staff Files Box 29 Department of State Telegrams and Cables                                1Masters	19750513
frus1969-76v10d292	292 Telegram From the Department of State to the Embassy in Thailand	None	1975-05-13 17:54:00	None	None	111025 Subject: Measures to Obtain Release of the Mayaguez Ref: Bangkok 8690Document 289You are correct in what you have told Prime Minister Khukrit that                            aircraft launched from Thai bases thus far have been for surveillance                            purposes only We understand fully sensitivity of issue but it is our                            judgment that if we begin to supply the Thais with advance information                            they would have no alternative but to pose strong objectionRegarding decisions taken but as a matter of overall strategy you should                            understand that we will be required to utilize UTapao as may be                            necessary in order to secure promptly the release of the vessel and                            Americans You are already aware as indicated in JCS 131610ZIn                                    JCS 131610Z to CINCPAC the JCS ordered certain US forces in                                Thailand to position themselves for action at UTapao Ford Library National Security                                Adviser NSC East Asian and Pacific                                Affairs Staff Files Box 28 Department of Defense CINCPAC 1 of certain steps                            being taken You should not rpt not give                            any advance indication to the Thais We realize that there may be costs                            with the Thais but the balance of interests requires that we be willing                            to take whatever risks may be involved in our relations with ThaisIngersoll	19750513
frus1969-76v10d296	296 Telegram From the Embassy in Thailand to the Department of State	None	1975-05-14 14:06:00	None	None	8772 Subj: Thai Objection to the US Military Use of Thailand for                            Actions in Cambodia Ref: A Bangkok 8737 B Bangkok 8684 Notal C Bangkok 8771Telegrams 8737 and 8771 from Bangkok May 14                                reported on Whitehouses May                                14 meeting with Khukrit Pramot Both ibid Telegram 8684 is Document 2881 Prime Minister Khukrit Pramot summoned the Charg the afternoon of May                            14 reftel A Khukrit began by                            asking for information about the arrival of US Marines in Thailand                            The Charg told Khukrit that Washington had not informed him about US                            military actions in Indochina when he met with the Prime Minister the                            previous day reftel B Khukrit said                            that he was aware of this situation2 The Charg then said that there were somewhat over 1100 Marines                            currently at Utapao Khukrit asked what we intended to do with them The                            Charg replied that he was not informed on what our intentions are but                            he would assume that whatever will be done with them will be done                            quickly3 Khukrit referring to the movie role of Prime Minister of Sarkhan that                            he once portrayed said that he was sorry to have to replay The Ugly                            American He personally regretted having to hand over an aidemmoire                                on the subject of the use                            of Thai bases for military actions in Indochina but he had no choice                            ref C contains the text of the aide mmoire The Charg said he would                            immediately pass the Prime Ministers views to Washington4 Comment Khukrit was obviously pained by the                            position US Government actions have put him in but he was calm and                            not unfriendly throughout this short session However he subsequently                            told the press in a series of strong statements that the US must                            remove the Marines immediately He said he would be waiting to see                            tomorrow morning what the situation is The pressures are building                            rapidly here It is most important that we remove the Marines from                            Thailand just as quickly as possible hopefully on May 15 If we are not                            able to do this we will be in for real trouble on Friday May 16Whitehouse	19750514
frus1969-76v10d297	297 Telegram From the Mission to the United Nations to the Department of State	None	1975-05-14 18:17:00	None	None	1604 Subj: Amb Scalis Visit to Secretary General                                Kurt Waldheim Concerning                                US Vessel Mayaguez Ref: State 112089Telegram 112089 to USUN May 14                                1718Z transmitted a letter for Waldheim requesting his assistance in the US                                diplomatic efforts to free the Mayaguez and                                American citizens The letter also informed him that the US                                Government reserved the right to take such measures as may be                                necessary to protect the lives of American citizens and property                                including appropriate measures of selfdefense under Article 51 of                                the UN Charter Ibid1 Waldheim promised to contact                            Cambodian authorities immediately in line with USG request He said he would call PRC Representative to his office immediately to relay                            appeal through him A second appeal would be made via open cable to                            Phnom Penh similar to that device he used successfully to seek                            Cambodian help for first convoy of foreign evacuees2 Waldheim appears to recognize                            seriousness of situation He broke off meeting with UN Representatives forced to leave Cambodia                            who were reporting on what he described as awful conditions now                            existing in Phnom Penh3 Waldheim said Sihanouk is useless channel in his view                            because Sihanouks representatives                            are seeking information from UN officials                            about conditions in CambodiaScali	19750514
frus1969-76v10d299	299 Telegram From the Liaison Office in China to the Department of State	None	1975-05-15 02:53:00	None	None	929 Subject: Cambodian Embassy Returns US Message Ref: A Peking                                913Document 287 B Peking 925See footnote 2                                    Document 2871 USLO has just received through the mail the message we delivered to                            the Cambodian Embassy May 13 ref A The envelope the same US                            Liaison Office envelope used to deliver the message contained only our                            message There was no Cambodian reply enclosed The envelope was marked                            return to sender and stamped with the Cambodian Embassys seal It was                            postmarked May 152 Comment: Timing of the Cambodian Embassys                            return of US message ie morning after PRC refusal to be of assistance raises possibility that                            two actions were coordinated Both rejections were predictable but                            Chinese may in fact have discussed the matter with Cambodians here prior                            to the decisions being takenBush	19750515
frus1969-76v26d175	175 Telegram From the Department of State to Secretary of State Kissinger in Ankara	None	1975-05-22 19:27:00	None	None	Tosec 10221119886 Subject: Javits and Percy Letters on the Middle East For the Secretary from                            McCloskey1 Following are texts of Javits                        letter signed by 75 SenatorsAnother Senator                            signed the letter after its release bringing the number of signatories                            to 76 released today and the Percy letter which was not rpt not released:2 Dear Mr President: You will recall that last December a substantial                        majority of the Senate wrote you urging a reiteration of our nations                        longstanding commitment to Israels security by a policy of continued                        military supplies and diplomatic and economic supportOn December 9 1974 71 Senators signed a letter to                            President Ford criticizing the                            United Nations for dealing with the PLO                            and for UNESCO expulsion of Israel                            The Senators letter urged Ford                            to reiterate our nations longstanding commitment to Israels security                            by a policy of continued military supplies and diplomatic and economic                            support Israels Foreign Relations: Selected                                Documents volume 3: 19741977 Document 533 Since 1967 it has been American policy that the ArabIsrael conflict                        should be settled on the basis of secure and recognized boundaries that are                        defensible and direct negotiations between the nations involved We believe                        that this approach continues to offer the best hope for a just and lasting                        peace4 While the suspension of the secondstage negotiations is regrettable the                        history of the ArabIsrael conflict demonstrates that any Israeli withdrawal                        must be accompanied by meaningful steps toward peace by its Arab                        neighbors5 Recent events underscore Americas need for reliable allies and the                        desirability of greater participation by the Congress in the formulation of                        American foreign policy Cooperation between the Congress and the President                        is essential for Americas effectiveness in the world During this time of                        uncertainty over the future direction of our policy we support you in                        strengthening our ties with nations which share our democratic traditions                        and help to safeguard our national interests We believe that the special                        relationship between our country and Israel does not prejudice improved                        relations with other nations in the region6 We believe that a strong Israel constitutes a most reliable barrier to                        domination of the area by outside parties Given the recent heavy flow of                        Soviet weaponry to Arab states it is imperative that we not permit the                        military balance to shift against Israel7 We believe that preserving the peace requires that Israel obtain a level                        of military and economic support adequate to deter a renewal of war by                        Israels neighbors Withholding military equipment from Israel would be                        dangerous discouraging accommodation by Israels neighbors and encouraging                        a resort to force8 Within the next several weeks the Congress expects to receive your                        foreign aid requests for fiscal year 1976 We trust that your                        recommendations will be responsive to Israels urgent military and economic                        needs We urge you to make it clear as we do that the United States acting                        in its own national interests stands firmly with Israel in the search for                        peace in future negotiations and that this premise is the basis of the                        current reassessment of US policy in the Middle East9 Respectfully yours End text10 Percy decided to send his                            antiJavits letter as a personal                        message from him to the President only Following is text of Percy letter:11 Dear Mr President: In view of the letter on the Middle East circulated                        in the Senate by a number of my distinguished colleagues I wish to directly                        express to you my own position12 I concur with the cosigners in their profound support for the security                        and survival of the state of Israel however I do not believe that an                        expression of concern for the interests of only one party to the conflict is adequate at a time when                        American good will toward all the parties is required in order to facilitate                        a fair and equitable settlement13 I am interested that the administration has chosen to reassess its                        policies and I am heartened that Secretary Kissinger has agreed to consult with the Congress as part of                        the reassessment Since the goal of all of us is to promote a just and                        equitable peace in the region it is important that those consultations take                        place in an atmosphere of mutual confidence and with candor The originators                        of the abovementioned letter who are so knowledgeable about the problems                        garblein the Middle East will have much to contribute to such                        consultations14 In regard to Israel I believe strongly and without equivocation of any                        sort that the United States has an absolute moral obligation to provide                        diplomatic political and appropriate levels of economic and military                        assistance support during the difficult time of negotiation and during the                        rearrangements following negotiation With such continuing American support                        and with determined efforts by the Government of Israel to achieve a                        successful negotiation I believe that Israel can finally achieve the peace                        security and the essential recognition of her neighbors which she has long                        sought and deserved15 In regard to the Arab states I believe strongly and without equivocation                        that the United States by continuing diplomatic effort can build on what                        has already been accomplished in improving our relations with Arab leaders                        on the basis of understanding and trust The progress which has already been                        achieved gives hope that the Arab states will realize that our approach to                        peace in the area rests on a basis of concern for all the parties just as                        we seek peace and security for all the parties I have outlined in my recent                        report to the Senate Foreign Relations Committee the steps that Arab states                        in my opinion can take to demonstrate their desire for a peaceful and                        lasting settlement of the Mideast conflict16 Obviously the search for peace will succeed only when the parties                        directly involved are prepared to make the concessions necessary to a                        settlement I deeply believe that the process of accommodation which is so                        long in coming could be accelerated if direct talks would be                        undertaken17 It is my hope that the executive and legislative branches will reach                        substantial consensus on Middle East policy as a result of consultation                        within the context of the reassessment and that Israel and the Arab states                        will reach agreement soon on positive steps toward peace in their own mutual                        interest18 Sincerely Charles H Percy                        United States SenatorEnd textIngersoll	19750522
frus1969-76v26d176	176 Telegram From Secretary of State Kissinger to the Presidents Deputy Assistant for National Security Affairs Scowcroft	None	1975-05-27 21:55:00	None	None	Hakto 2 Ref: Tel Aviv 3195In telegram 3195 from Tel Aviv May 27 the Embassy                            reported a local American journalists May 26 interview with Rabin which was described as off the                            record Rabin claimed that                                Allon had brought Israeli                            proposals in writing to Washington in April He also expressed                            pleasure with the letter sent by 76 Senators to Ford declaring their stern support                            for Israel Rabin acknowledged                            the letter served as a concrete example of real limitations on                            administration potential to pressure Israel and claimed it supported                            his policy of holding fast in the face of administration pressure                            Ibid1 Please show reftel to the President at                        the earliest opportunity but before his departure Please draw his attention                        particularly to paragraphs 5 6 and 7 This provides concrete evidence of                            Rabins willingness to treat us                        as an antagonist and to use the senatorial letterSee Document 175 to                        support his intransigence2 You should then call Dinitz to                        express our extreme outrage over this latest violation of confidence First                        of all he knows that it is simply not true that Allon brought written proposals to WashingtonAllon visited                            Washington and met with Kissinger on April 21 from 11:45 am until 2:40 pm in                            the Secretarys office and then in the Madison Room at the Department of                            State Memorandum of conversation April 21 Library of Congress                            Manuscript Division Kissinger                            Papers CL 157 Geopolitical File Israel April 2130 1975                        Secondly we regard it as a matter of great concern that Rabin would reveal what we regard as                        confidential communications prior to the Sadat meeting Additionally you should point out that the                        tone of Rabins remarks sounded as if                        he were not even talking about a friendly government The final point you                        should make is that the Israelis should not necessarily count on a                        realization of the relaxation of tensions which Rabin claims is emerging of the weakness of the                        administration visvis the Congress3 You should make this a very very strong protest4 Warm regards	19750527
